network,region,type,size,cty,start,end,duration,censored,government,coalition,nodes,edges,density,n_bills_au,n_bills_co,n_sigs_au,n_sigs_co,s_min,s_max,s_med,s_mu,mu_au,mu_co,n_au,n_co,n_both,n_fem,n_new,n_ind,ysio_n,ysio_min,ysio_max,ysio_med,ysio_mu,ysio_cor,born_p,born_min,born_max,born_med,born_mu,constituency_p,constituency_n,pg_n,pg_min,pg_max,pg_med,pg_mu,pg_sd,n_gov,n_opp,pc_n,pc_min,pc_max,pc_med,pc_mu,pc_sd,cc_min,cc_max,cc_med,cc_mu,cc_p,lr_n,lr_min,lr_max,lr_med,lr_mu,lr_sd,raw_min,raw_max,raw_med,raw_mu,nfw_min,nfw_max,nfw_med,nfw_mu,gsw_min,gsw_max,gsw_med,gsw_mu
net_it_ca1994,West,Lower,630,IT_CA,1994,1996,3,0,mixed,NA,632,18418,0.0461844771209051,3122,2141,34533,33552,1,161,4,11.0611787315823,3.3876582278481,49.6962025316456,480,632,480,95,452,12,17,0,46,0,1.76898734177215,-0.250301265154236,100,1910,1967,1948,1946.87816455696,100,20,10,12,163,36,63.2,52.1126983885246,NA,NA,31,1,78,58,42.0967741935484,26.2124077982288,1,3,1,1.10197869101979,24.9701379085677,620,0.9,8.1,7.1,5.73532258064516,2.2976972512265,1,30,1,1.7052883049191,0.00625,10.2547776297776,0.037037037037037,0.116228172233167,0.00109160180078624,1,0.0832875534430459,0.252641743713364
net_it_ca1996,West,Lower,630,IT_CA,1996,2001,6,0,mixed,NA,636,22300,0.0552171544594662,6489,3691,54205,51407,1,150,2,8.35336723686238,5.80345911949686,75.0251572327044,529,635,528,73,300,81,20,0,48,2,2.46383647798742,-0.251838166953439,100,1920,1969,1949,1947.97955974843,100,20,10,2,170,62,63.6,54.0209835773717,NA,NA,40,1,118,32,46.425,36.3218430431508,1,5,1,1.22072911122938,33.7040358744395,555,0.9,8.1,6.2,5.74306306306306,2.13989978880418,1,42,1,2.13973094170404,0.00671140939597315,18.7072494772177,0.0485714285714286,0.165515695067265,0.000333584183344221,1,0.042915094014735,0.161416591773342
net_it_ca2001,West,Lower,630,IT_CA,2001,2006,6,0,mixed,NA,609,25250,0.0681931120905713,5552,2827,55321,52596,1,238,2,9.96415706051873,4.64203612479475,81.7192118226601,463,607,461,70,300,53,22,0,37,3,3.84072249589491,-0.310148206947158,100,1922,1974,1951,1950.74220032841,100,20,8,13,164,67,76.125,54.4700114086379,NA,NA,39,1,89,25,35.6666666666667,30.0344831059001,1,4,1,1.10261343594677,24.7009900990099,556,0.9,8.1,7.1,5.66690647482014,2.04446564711376,1,39,1,1.9709702970297,0.00421940928270042,15.7769230769231,0.032258064516129,0.111955736750146,0.00048469042116243,1,0.0387334484308442,0.16558975020256
net_it_ca2006,West,Lower,630,IT_CA,2006,2008,3,0,stable,SINDEM;ULIVO;VERD;VERD-PDCI;PCI;PRC;RNP;IDV;UDEUR,619,14362,0.0375435899848905,3234,1820,29674,28260,1,211,2,9.1756338899196,2.94022617124394,42.7140549273021,406,619,406,108,301,16,23,0,42,5,4.55573505654281,-0.300058885880357,100,1926,1978,1954,1954.07915993538,100,21,13,6,203,19,47.6153846153846,58.0280657118296,110,509,39,1,62,21,27.2820512820513,22.8495637617562,1,3,1,1.05312246553122,17.1703105417073,603,0.9,8.1,4.9,4.72271973466003,2.49005288194361,1,30,1,1.84096922434201,0.00476190476190476,15.4303750740726,0.04,0.126723297590865,0.000456389004630207,1,0.111434587959896,0.304307750088673
net_it_ca2008,West,Lower,630,IT_CA,2008,2013,6,0,stable,FI-PDL;LN,663,25730,0.0586230308995548,5230,4007,60134,58911,1,228,3,11.497896749522,6.04374057315234,82.8084464555053,520,662,519,136,288,33,25,0,36,2,4,-0.331309502225573,100,1926,1982,1957,1957.24886877828,100,21,8,6,256,37.5,82.875,94.645862485976,325,338,38,2,81,25,35.3421052631579,30.4171682636272,1,4,1,1.07570977917981,23.4084726000777,630,2.6,7.8,7.1,5.53984126984127,2.14066167508953,1,78,1,2.13377380489701,0.00440528634361234,74.3928571428571,0.0434782608695652,0.155731814684677,0.000518729770407771,1,0.0429645542427497,0.171499709789348
net_it_ca2013,West,Lower,630,IT_CA,2013,2018,3,1,mixed,NA,655,18714,0.0436865326703551,3191,2096,36829,35734,1,318,4,11.5415230335318,3.2,51.3557251908397,459,654,458,203,428,28,18,0,21,0,2.69465648854962,-0.374862994952713,100,1939,1988,1967,1966.74351145038,100,21,10,9,314,30.5,65.5,92.0027173511739,NA,NA,32,3,97,35.5,43.34375,28.1535070582231,1,4,1,1.06255813953488,22.9774500374052,627,1.3,8.1,2.6,3.73763955342903,2.03480565067156,1,80,1,1.79747782408892,0.00315457413249211,17.8333333333333,0.037037037037037,0.11200170994977,0.0012963318609564,1,0.11577773887727,0.303002045124159
net_it_se1996,West,Upper,323,IT_SE,1996,2001,6,0,mixed,NA,333,10630,0.0961503672347046,3911,2554,29429,28072,1,125,3,7.52467399642035,7.66966966966967,76.5855855855856,285,332,284,26,169,35,15,0,30,0,2.04804804804805,-0.477913906623209,100,1907,1956,1943,1941.45945945946,100,21,11,4,106,27,30.2727272727273,29.6111158489203,NA,NA,18,3,54,45.5,38.3888888888889,17.246104040483,1,5,1,1.16417497231451,33.9793038570085,298,0.9,8.1,4.6,5.29261744966443,2.09911297475194,1,38,1,2.39915333960489,0.00806451612903226,14.5,0.0769230769230769,0.240048026310894,0.00098177373235282,1,0.0399151127895606,0.142303369920085
net_it_se2001,West,Upper,323,IT_SE,2001,2006,6,0,mixed,NA,324,13270,0.12680120781256,3071,1661,27916,26506,1,130,2,9.09019863236731,5.12654320987654,76.6574074074074,273,323,272,26,190,28,11,0,25,0,2.75617283950617,-0.335304936034887,100,1907,1963,1947,1945.75925925926,100,21,9,10,77,31,36,23.4040594769369,NA,NA,25,1,42,32,27.68,11.9503138034112,1,4,1,1.16412698412698,23.7377543330821,296,2.4,8.1,6.2,5.72195945945946,1.93219578570162,1,37,1,1.87166541070083,0.00775193798449612,17.1159090909091,0.0434782608695652,0.124952675928363,0.000564674830035392,1,0.05792255621269,0.196795344638271
net_it_se2006,West,Upper,323,IT_SE,2006,2008,3,0,stable,SINDEM;ULIVO;VERD;VERD-PDCI;PCI;PRC;RNP;IDV;UDEUR,326,5471,0.0516375648890986,1845,866,11687,10708,1,186,1,6.33441734417344,2.65644171779141,30.1901840490798,208,321,203,44,186,17,16,0,30,0,3.2760736196319,-0.321521715535498,100,1909,1966,1950,1948.49079754601,100,22,9,10,104,21,36.2222222222222,31.704801599197,37,289,21,3,38,33,29.047619047619,9.67716999166694,1,3,1,1.11392405063291,23.1036373606288,309,0.9,8.1,6.1,4.90194174757282,2.56597291423655,1,29,1,1.79893986474136,0.00540540540540541,29,0.0555555555555556,0.15828916103089,0.00158910329171396,1,0.162790697674419,0.354761719959781
net_it_se2008,West,Upper,323,IT_SE,2008,2013,6,0,stable,FI-PDL;LN,339,10151,0.0885915763383428,3201,1963,26050,24812,1,161,2,8.13808184942206,5.7905604719764,67.401179941003,262,336,259,62,177,11,15,0,21,0,2.87315634218289,-0.370939544832515,100,1909,1968,1952,1951.31268436578,100,22,7,5,154,14,48.4285714285714,60.4727408089991,180,159,23,3,54,40,34.7826086956522,15.1566262788954,1,4,1,1.1656219069614,29.8591271795882,328,2.6,7.8,7.1,5.44298780487805,2.16721743549069,1,69,1,2.25091124027189,0.00625,46.9684849750639,0.0585738539898132,0.193379962565264,0.000280143052172702,1,0.0524266633645625,0.195025193674451
net_it_se2013,West,Upper,323,IT_SE,2013,2018,3,1,mixed,NA,331,7685,0.070356129268516,1908,1183,16360,15635,1,114,3,8.57442348008386,3.57401812688822,43.6616314199396,241,328,238,95,252,20,11,0,19,0,1.67673716012085,-0.33560055717592,100,1920,1973,1959,1958.25679758308,100,22,11,1,112,17,30.0909090909091,32.7305806409069,NA,NA,22,1,50,41.5,33.8181818181818,15.0764286652609,1,4,1,1.11792452830189,24.8275862068966,311,1.3,7.8,2.6,4.74951768488746,2.27093658925743,1,49,1,1.88054651919323,0.00884955752212389,24.2833333333333,0.0588235294117647,0.153936239427456,0.00163670288442239,1,0.166666666666667,0.333914745086022
net_lt1992,East,Unicameral,141,LT,1992,1996,5,0,single,LDDP,113,142,0.0112199747155499,240,35,536,331,1,52,1,2.23333333333333,0.309734513274336,2.61946902654867,20,107,14,9,NA,2,1,1,1,1,1,NA,99.1150442477876,1920,1965,1941,1941.82142857143,100,60,11,1,68,2,10.2727272727273,20.0653477871225,68,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,3.2,9.8,3.3,4.67837837837838,1.98541982761629,1,4,2,2.08450704225352,0.0196078431372549,3,0.0835691957942597,0.246478873239437,0.142857142857143,1,1,0.771475997144207
net_lt1996,East,Unicameral,141,LT,1996,2000,5,0,stable,TS-LKD;LKDP;LCS,99,165,0.0170068027210884,758,87,977,306,1,40,1,1.28891820580475,0.878787878787879,2.21212121212121,30,93,24,19,60,4,3,1,5,1,2.51515151515152,-0.355130368403592,98.989898989899,1928,1969,1949,1947.68367346939,100,47,13,1,41,2,7.61538461538461,11.1170924071784,55,44,27,5,16,8,8.77777777777778,2.84650032541085,1,3,1,1.44444444444444,21.8181818181818,95,3.2,9.8,6.2,5.9,1.84995687126266,1,11,1,1.32727272727273,0.0256410256410256,10,0.0294117647058824,0.527272727272727,0.0196078431372549,1,1,0.649373980513862
net_lt2000,East,Unicameral,141,LT,2000,2004,5,0,mixed,NA,128,330,0.0203001968503937,1245,292,1765,812,1,9,1,1.41767068273092,2.28125,4.0625,83,114,69,14,91,1,4,1,9,1,2.7734375,-0.33118175593496,96.875,1925,1974,1953.5,1952.3064516129,100,61,14,1,54,2,9.14285714285714,15.3415330838426,NA,NA,29,6,28,12,12.7586206896552,4.70300187125045,1,3,1,1.20754716981132,48.1818181818182,127,3.2,9.8,4.3,5.05748031496063,1.52578471535971,1,15,1,1.57575757575758,0.125,14.3333333333333,0.5,0.884848484848485,0.00907715582450832,1,0.235955056179775,0.37509687508819
net_lt2004,East,Unicameral,141,LT,2004,2008,5,0,mixed,NA,142,935,0.0466986315053441,1126,368,2694,1936,1,52,1,2.39253996447602,2.59154929577465,11.0422535211268,94,141,93,34,73,2,6,1,13,1,4.00704225352113,-0.194569192310914,98.5915492957746,1932,1974,1956,1954.77142857143,100,71,9,2,39,12,15.7777777777778,11.955937622974,NA,NA,31,9,42,13,14.4838709677419,6.02146697376387,1,3,1,1.20320855614973,40,140,3.2,7.8,4.3,5.16857142857143,1.75614381813369,1,18,1,1.67700534759358,0.0196078431372549,7.5,0.111111111111111,0.393582887700535,0.00422152449803435,1,0.10752688172043,0.348337017345957
net_lt2008,East,Unicameral,141,LT,2008,2012,5,0,stable,TS-LKD;TPP;LS;LICS,151,1897,0.0837527593818985,1837,729,6068,4960,1,100,1,3.30321175830158,4.82781456953642,28.0198675496689,112,151,112,28,59,5,8,1,17,5,5.70198675496689,-0.418325040401162,94.0397350993377,1936,1982,1958,1958.88028169014,100,71,12,1,46,9.5,12.5833333333333,13.2078374345299,81,70,25,9,35,14,15.4,5.25198375219624,1,3,1,1.1865671641791,35.3189246178176,146,3.2,8.7,7.4,6.06232876712329,2.01333966543356,1,53,1,2.23036373220875,0.0101010101010101,19.4444444444444,0.102345571095571,0.384290985767001,0.000495445752543563,1,0.0645161290322581,0.205802990601862
net_lt2012,East,Unicameral,141,LT,2012,2016,4,1,stable,LSDP;DP;TT;LLRA,150,2154,0.0963758389261745,1717,826,6543,5652,1,108,1,3.81071636575422,5.50666666666667,32.1733333333333,114,150,114,35,51,4,12,1,21,5.5,7.22,-0.311131921892416,79.3333333333333,1939,1987,1958,1959.38655462185,100,71,9,1,40,13,16.6666666666667,14.0712472794703,92,58,28,7,34,13,13.8928571428571,5.44561859707067,1,4,1,1.17066666666667,34.8189415041783,139,3.2,7.8,3.9,5.03093525179856,1.84861283367307,1,42,1,2.24048282265552,0.00934579439252336,29,0.120558655605385,0.38347260909935,0.000870852564660803,1,0.0723298791301626,0.212073482669419
net_no1985,North,Unicameral,169,NO,1985,1989,5,0,mixed,NA,62,77,0.0203595980962454,133,52,226,145,1,6,1,1.69924812030075,0.838709677419355,1.5,34,44,16,17,11,0,8,0,27,8,8.37096774193548,-0.455082628027898,100,1922,1951,1937,1937.33870967742,100,19,5,2,32,9,12.4,11.674759098157,NA,NA,18,1,9,2,2.72222222222222,2.32139804619735,1,2,1,1.25,5.19480519480519,62,1.6,7.9,7.9,6.26129032258065,2.04981845167391,1,4,1,1.20779220779221,0.2,2,0.5,0.675324675324675,0.11214953271028,1,1,0.733458753084921
net_no1989,North,Unicameral,169,NO,1989,1993,5,0,mixed,NA,120,170,0.0119047619047619,216,144,442,370,1,6,2,2.0462962962963,1.2,1.88333333333333,61,91,32,40,32,1,9,0,35,8,8.35,-0.511468958147246,100,1924,1968,1942,1942.675,100,19,7,1,34,19,17.1428571428571,10.1559271926721,NA,NA,17,1,21,4,5.52941176470588,5.19756730426388,1,2,1,1.27272727272727,6.47058823529412,119,1.6,8.8,5.9,5.72016806722689,2.60174582299006,1,8,1,1.32941176470588,0.2,8,0.5,0.847058823529412,0.0517241379310345,1,0.5,0.562255021174693
net_no1993,North,Unicameral,169,NO,1993,1997,5,0,stable,A,122,302,0.0204579325294676,401,225,820,644,1,6,2,2.04488778054863,1.84426229508197,3.4344262295082,69,102,49,38,38,5,8,0,28,4,7.67213114754098,-0.454377925428554,100,1923,1972,1945,1946.77868852459,100,19,10,1,32,10,12.2,11.5835131880521,11,111,16,2,16,4.5,5.625,4.44034533191583,1,2,1,1.35,6.62251655629139,116,0.4,8.8,4.7,5.47155172413793,2.32662495004479,1,8,1,1.38741721854305,0.2,6.33333333333333,0.5,0.745033112582781,0.0153846153846154,1,0.25,0.387450936790989
net_no1997,North,Unicameral,169,NO,1997,2001,5,0,mixed,NA,145,360,0.0172413793103448,417,317,1011,911,1,9,2,2.42446043165468,2.18620689655172,4.09655172413793,83,112,50,47,38,5,9,0,32,4,7.58620689655172,-0.413052230636321,100,1930,1975,1949,1950.05517241379,100,19,9,2,36,15,16.1111111111111,10.993685056027,NA,NA,17,1,26,5,6.82352941176471,6.67303617289056,1,3,1,1.47058823529412,4.72222222222222,140,1.6,8.8,5.1,5.54,2.40439645278358,1,17,1,1.65,0.125,14.8333333333333,0.5,0.880555555555556,0.0149925037481259,1,0.272727272727273,0.39305384003065
net_no2001,North,Unicameral,169,NO,2001,2005,5,0,stable,H;KRF;V;FRP,142,502,0.0250724203376286,492,409,1329,1246,1,10,2,2.70121951219512,2.88028169014085,5.8943661971831,84,121,63,52,34,3,9,0,32,8,8.30985915492958,-0.458546392968152,100,1930,1982,1953,1954.83098591549,100,19,8,3,43,14,17.75,13.6878465383399,52,90,18,1,21,3.5,5.33333333333333,5.23562457648391,1,4,1,1.29166666666667,4.7808764940239,139,1.6,8.8,3.4,4.80863309352518,2.54406048870722,1,16,1,1.66733067729084,0.111111111111111,14.5,0.5,0.814741035856574,0.0131578947368421,1,0.18,0.313262893610155
net_no2005,North,Unicameral,169,NO,2005,2009,5,0,stable,AP;SV;SP,127,534,0.0333708286464192,504,497,1752,1745,1,9,3,3.47619047619048,3.91338582677165,9.82677165354331,70,113,56,40,31,0,9,0,32,8,8.18897637795276,-0.403976230618496,100,1938,1985,1958,1959.66141732283,100,19,7,5,46,12,18.1428571428571,14.542220960919,18,109,16,1,12,4,4.3125,2.9375443259067,1,2,1,1.36363636363636,2.05992509363296,127,1.6,8.8,7.9,6.75433070866142,2.3156046180008,1,27,1,2.33707865168539,0.125,12.25,0.5,0.930711610486891,0.0075187969924812,1,0.150246305418719,0.28817496821458
net_no2009,North,Unicameral,169,NO,2009,2013,5,0,stable,AP;SV;SP,169,798,0.0281065088757396,663,653,2499,2489,1,13,4,3.76923076923077,3.86390532544379,10.8639053254438,94,152,77,63,31,0,10,0,36,8,8.82840236686391,-0.368813966333621,100,1938,1987,1961,1961.66272189349,100,19,7,8,56,17,24.1428571428571,17.7334765479358,20,149,16,1,10,2.5,3.6875,2.89179874818425,1,2,1,1.03571428571429,3.50877192982456,169,1.6,8.8,7.9,6.59704142011834,2.35542499540708,1,68,1,2.30075187969925,0.0833333333333333,67.25,0.333333333333333,0.818295739348371,0.00334075723830735,1,0.175488336624758,0.328616263489021
net_no2013,North,Unicameral,169,NO,2013,2017,3,1,stable,H;FRP;KRF;V,122,386,0.026148218398591,254,231,883,860,1,10,3,3.47637795275591,1.89344262295082,5.15573770491803,65,113,56,52,23,0,9,0,36,8,8.91803278688525,-0.388017150020027,100,1947,1991,1965,1967.22131147541,100,19,8,1,57,11,15.25,17.2854191238082,39,83,18,5,46,9,11,9.13300414463293,1,3,1,1.216,32.3834196891192,122,1.6,8.8,3.4,4.43360655737705,1.94870631618351,1,10,1,1.62953367875648,0.111111111111111,6.16666666666667,0.333333333333333,0.598445595854922,0.0131004366812227,1,0.299779735682819,0.462605952028618
net_pt1991,West,Unicameral,230,PT,1991,1995,5,0,single,PSD,238,991,0.0175690529376307,598,485,2790,2677,1,39,4,4.66555183946488,2.03781512605042,9.21008403361344,114,227,103,28,NA,0,1,0,0,0,0,NA,100,1913,1966,1948,1947.42857142857,100,22,6,1,116,18,39.6666666666667,48.281121224208,116,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,1.7,8,6.3,5.10210970464135,1.58561989314621,1,31,1,2.21190716448032,0.0263157894736842,9.21507936507937,0.2,0.489404641775984,0.00630072028688734,1,0.333333333333333,0.475698167735765
net_pt1995,West,Unicameral,230,PT,1995,1999,5,0,single,PS,274,1181,0.0157883479051362,693,626,3391,3324,1,66,4,4.89321789321789,2.28467153284672,9.84671532846715,132,262,120,38,172,0,2,0,5,0,1.86131386861314,-0.199929478805282,99.2700729927007,1913,1974,1950,1951.12867647059,100,22,5,3,133,25,54.8,56.5968196986368,133,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,1.7,8,4,5.03394160583942,1.5850426590505,1,41,1,2.28450465707028,0.0294117647058824,13,0.2,0.530059271803556,0.00261077670607006,1,0.285714285714286,0.404855024680528
net_pt1999,West,Unicameral,230,PT,1999,2002,4,0,single,PS,259,928,0.0138876417946185,538,490,2504,2456,1,20,4,4.6542750929368,1.89189189189189,7.59073359073359,127,249,117,49,120,0,3,0,10,5,3.74517374517375,-0.251576130351574,98.8416988416988,1927,1979,1953,1954.28515625,100,22,6,4,127,20.5,43.1666666666667,50.4278362282843,127,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,1.6,8,4,4.87220077220077,1.64693730972674,1,31,1,2.11853448275862,0.0526315789473684,31,0.230968541262659,0.52801724137931,0.00529193861351208,1,0.444444444444444,0.533658325441201
net_pt2002,West,Unicameral,230,PT,2002,2005,4,0,stable,PSD;CDS-PP,254,865,0.0134605209921882,544,512,2810,2778,1,20,4,5.16544117647059,2.01574803149606,8.92125984251969,105,248,99,51,98,0,6,0,14,4,5.16929133858268,-0.367877251609033,98.4251968503937,1926,1979,1955,1955.724,100,22,6,3,122,15.5,42.3333333333333,51.2744250739749,141,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,1.6,8,6.3,5.23503937007874,1.60441356383551,1,29,1,2.61965317919075,0.0526315789473684,18,0.25,0.591907514450867,0.00746268656716418,1,0.459183673469388,0.540368319418958
net_pt2005,West,Unicameral,230,PT,2005,2009,5,0,single,PS,271,1099,0.0150198168648353,909,880,6329,6300,1,20,7,6.96259625962596,3.24723247232472,20,105,267,101,69,123,0,9,0,18,4,5.37638376383764,-0.327000764959668,100,1934,1984,1958,1958.69741697417,100,22,6,4,135,17.5,45.1666666666667,52.8901377070118,135,136,32,20,41,26,28.125,6.15786934245196,1,6,1,1.63081395348837,31.3011828935396,271,1.6,8,4,4.75535055350553,1.65680386386674,1,76,1,4.93175614194722,0.0526315789473684,21,0.2,0.800727934485896,0.00769230769230769,1,0.473428954700237,0.533159655627877
net_pt2009,West,Unicameral,230,PT,2009,2011,3,0,single,PS,211,946,0.0213495824870232,624,618,7987,7981,1,20,12,12.7996794871795,2.92890995260663,34.8957345971564,74,209,72,59,80,0,12,0,23,5,6.41706161137441,-0.396112498528223,100,1939,1984,1962,1962.50236966825,100,22,6,2,79,19.5,35.1666666666667,33.8314449390898,79,132,15,32,49,39,39,4.47213595499958,1,6,1,1.4025974025974,32.5581395348837,211,1.6,8,4,4.9218009478673,1.86942786720049,1,162,2,7.78329809725159,0.0526315789473684,15,0.227083333333333,0.653276955602537,0.0215946377990296,1,0.817586070347845,0.68121732692671
net_pt2011,West,Unicameral,230,PT,2011,2015,5,0,stable,PSD;CDS-PP,259,1536,0.0229864415910928,1046,1042,9914,9910,1,20,8,9.47801147227533,4.02316602316602,34.2393822393822,96,258,95,78,95,0,17,0,26,3,6.26640926640927,-0.446962732249971,100,1934,1986,1965,1965.55984555985,100,22,6,2,105,26,43.1666666666667,42.4519336033904,137,122,11,37,44,42,41.2727272727273,2.76010539983201,1,6,1,1.21237113402062,31.5755208333333,259,1.6,8,6.3,5.14942084942085,1.84215013100046,1,68,2,5.7734375,0.0526315789473684,45,0.166666666666667,0.678385416666667,0.00456551171260651,1,0.417137489417486,0.490591923251078
net_ro_ca1996,East,Lower,412,RO_CA,1996,2000,5,0,stable,PNTCD;PNL;PD-L;PSD;UDMR,335,1043,0.00932165519706855,798,578,3571,3351,1,50,3,4.4749373433584,1.72537313432836,8.27761194029851,120,321,106,17,215,14,3,0,8,0,1.8865671641791,-0.0358913402015648,100,1912,1973,1948,1946.83880597015,100,43,11,1,85,19,30.4545454545455,28.2572597268866,262,73,30,3,36,19.5,17.8,10.6200850701184,1,3,1,1.04285714285714,26.8456375838926,304,2.6,6.7,5.5,4.97039473684211,1.23282063105508,1,18,2,2.65867689357622,0.0408163265306122,11,0.266666666666667,0.554170661553212,0.00757392812451977,1,0.285714285714286,0.491790401241041
net_ro_ca2000,East,Lower,412,RO_CA,2000,2004,5,0,mixed,NA,349,1494,0.0123011560122518,1988,1557,9463,9032,1,215,3,4.76006036217304,4.46131805157593,21.4183381088825,161,346,158,39,208,6,4,0,12,0,2.49856733524355,-0.128835948181954,99.7134670487106,1924,1977,1951,1950.86494252874,100,43,8,6,157,28.5,43.625,49.9883915095724,NA,NA,29,4,34,21,19,10.0995049383621,1,3,1,1.05912596401028,26.0374832663989,325,3.2,6.7,4.8,4.72307692307692,1.5310136671509,1,63,3,5.00334672021419,0.00934579439252336,20,0.4,1.0421686746988,0.00536912751677852,1,0.177959905321042,0.343638634749123
net_ro_ca2004,East,Lower,412,RO_CA,2004,2008,5,0,mixed,NA,356,3437,0.0271957588225985,4490,3550,25093,24153,1,101,3,5.58864142538976,9.97191011235955,57.873595505618,212,346,202,42,222,18,5,0,16,0,2.49438202247191,-0.349555187883426,100,1932,1981,1956,1957.65168539326,100,43,8,12,117,26.5,44.5,37.2903664311767,NA,NA,45,2,39,11,17.2666666666667,11.6938212123093,1,3,1,1.11410118406889,27.0293860925226,320,3.2,6.7,5.4,4.87375,1.33927821762344,1,185,3,5.99447192318883,0.01,47.3596804511278,0.375,1.03287750945592,0.00100225016465538,1,0.0875912408759124,0.250243132784163
